id,country,poor
35789,A,0.8904138194670084
92070,A,0.24113171024397576
29877,A,0.04237499566960951
11670,A,0.21405389755796805
30491,A,0.39848248840052997
78548,A,0.9942589951149317
70612,A,0.9695285084289172
44361,A,0.4050479629567558
77828,A,0.9628867577591972
72156,A,0.9727749536091077
86101,A,0.7124617006962707
75241,A,0.3576318111622866
35530,A,0.9663711916139667
42407,A,0.03844963977807814
22616,A,0.7515695017696042
29041,A,0.9500240178377507
69778,A,0.0026993550725665826
75084,A,0.737709638941366
30574,A,0.47522019303510166
80716,A,0.40048144812642156
87892,A,0.9274985121746808
91269,A,0.05359699528605701
91947,A,0.006080441790143493
45831,A,0.8650565189202688
98482,A,0.07936575413832837
28179,A,0.5
98825,A,0.004525710783322198
1101,A,0.0010131791136659962
2241,A,1.3347478517414276e-05
25718,A,0.9938739666393288
30902,A,0.9608510066150747
8423,A,0.9748327768639089
39033,A,0.9830938713076609
73916,A,0.9475571768384426
17478,A,0.5661603567571937
86283,A,0.023690375909269666
41579,A,0.9536252911322146
84576,A,0.3454275467672702
63065,A,1.602140850792489e-05
68360,A,0.7226590348976552
44092,A,0.4788224026696586
13310,A,0.0440146144083229
83761,A,0.9999943427014328
83276,A,0.021519522598924604
85353,A,0.9147749505170746
26791,A,0.3805055867273023
23898,A,0.08930770892474733
62311,A,0.47197765581799955
31530,A,0.7025654134433116
89156,A,0.013493561647966827
12991,A,0.0008929363593208465
18332,A,0.00010346140164279298
48546,A,0.42682959302508616
57081,A,0.7265932451171987
27653,A,0.0008356069087421016
52928,A,0.002058108121029243
66053,A,0.3031421773673941
5032,A,0.40885236547900095
31297,A,0.32886032267690246
64582,A,0.399566643920867
57003,A,0.051181820349556616
8274,A,9.050482421923513e-05
56312,A,0.629964783887596
97874,A,0.007312929679334469
16559,A,0.0006328889061427476
17203,A,0.9257638620163661
36667,A,0.3330237539114522
80486,A,7.86025431941762e-06
76722,A,0.01178017606486761
47789,A,8.529384640041147e-05
70456,A,0.2682909354894798
47415,A,0.0009197081242768717
12804,A,0.0017791604741145368
83822,A,0.9857591496344585
32238,A,0.8952474444999782
54601,A,0.0689714120478648
94263,A,0.0007854457413557867
85685,A,0.009258937815685377
10657,A,0.6698140885171563
74097,A,0.0020689821841613767
86562,A,0.02412775104485559
12410,A,0.13117836048886453
26132,A,0.9350673700836388
83577,A,0.42185079234575673
19690,A,0.9926968891286257
52773,A,0.05335668922779519
49483,A,0.0269409719811381
16719,A,0.6377528349758698
20322,A,0.037674880469328036
47897,A,0.9285892478817703
73692,A,0.8554029849283452
31916,A,0.9856786183092857
68075,A,0.8929366530068709
93627,A,0.987967057135185
84374,A,0.9953631278556891
63891,A,0.047199341416896995
59028,A,3.05720229722045e-06
43003,A,0.4507572132447776
95033,A,0.5425673001536344
48279,A,0.1365574035697739
71913,A,0.9916591659659268
91196,A,1.6260222810952556e-05
46483,A,0.996868008919628
28667,A,0.07243062391175605
23079,A,0.9958744694798269
58649,A,2.461887383638078e-05
64041,A,0.0011716884098889966
55689,A,4.6256688604504735e-05
81716,A,0.936676758321709
58514,A,0.14838691875011178
20052,A,0.6998318961015636
53456,A,0.9999980696262225
2512,A,0.05267579665008489
86890,A,0.00044854565449577643
81192,A,0.9075729970110288
66417,A,0.0026149144158591165
8419,A,0.9921463243796149
32564,A,0.01782382630595224
34393,A,0.2632222995409253
7057,A,0.11861158231147571
50304,A,0.6904289363184255
41824,A,0.00023328048643843406
70043,A,7.138276542748568e-07
94091,A,9.797283325256073e-05
11420,A,0.11713623824333681
68757,A,0.9830962119520822
75702,A,0.9716229287492174
92710,A,0.9824601715067773
28071,A,0.8183273026234951
24826,A,0.04505236433752157
89112,A,0.9883890339108207
18848,A,0.0744935509573155
55655,A,0.000837453321376021
79168,A,0.03370631252006336
66354,A,0.09496723731963766
67873,A,1.2851129504346126e-06
75991,A,0.9965317246385541
40607,A,0.5826336303997433
20723,A,0.7528487631074052
13357,A,0.020683189416812818
46355,A,5.14045044730197e-06
80064,A,0.016338117228955187
45404,A,0.6344271791161101
99619,A,5.482663790754586e-05
91842,A,0.9392506783704526
61780,A,0.1583795153429599
46707,A,0.0004362986935247385
59117,A,0.9866286826147631
40088,A,0.8773273644164306
98613,A,0.27694890531502186
41865,A,0.0028101652318069507
99381,A,0.9779892148780026
76302,A,0.8670990918491932
25079,A,0.9682265581766161
38637,A,0.00013858146808718472
7085,A,0.20102749842950227
47240,A,0.40525504010319024
30848,A,0.001265943921014897
68880,A,0.8813580886908355
3933,A,0.776319571839955
28133,A,0.0014010324332186187
45840,A,0.9122778224138767
9811,A,0.2549496357158715
24911,A,0.01743727426812696
65077,A,0.17321917400256076
97989,A,4.81675582477931e-06
49381,A,0.04173752854014399
14742,A,0.9803656550143528
76405,A,0.6265243540619435
26246,A,0.6917704813509808
73638,A,4.659299519479511e-06
90149,A,0.08442363019936053
74776,A,0.9250204170741442
23857,A,0.1741374210047139
9767,A,0.21442470707282602
94303,A,0.9431136162243655
28389,A,0.5125989055103445
42001,A,0.265841930096036
73136,A,0.00050112164437776
60149,A,0.0014376009799336805
64068,A,0.9086710840520621
18411,A,0.9588321022610735
59054,A,0.8618087168077856
54001,A,0.9954725725575945
21606,A,3.3237818853097655e-06
19058,A,0.0009127755413478316
54507,A,0.9488123817081151
81475,A,0.9906094895771085
1209,A,0.9914918656763312
37778,A,0.8408089848031522
58313,A,0.004798437728642931
77647,A,0.9999830551689716
90585,A,0.1423243830232689
38122,A,0.00200044329417617
29569,A,0.29341361046555353
48213,A,0.8510079455995672
37362,A,0.037639175908691085
35991,A,0.9659668195724787
74959,A,0.9826789279535857
99581,A,0.00023223304030319905
3444,A,0.004678057702222338
74333,A,0.14960458236415916
2838,A,0.005001934549773509
8769,A,0.9908183716323133
66152,A,0.9766269135971325
88972,A,0.03578360851500967
15432,A,2.178499872057423e-05
60226,A,0.8977721338511352
93307,A,0.02508929243790336
1043,A,0.9215401864647439
64226,A,0.9640030030513554
94436,A,0.33311633674329083
29553,A,0.21113674601614263
81945,A,0.033352583630891955
87620,A,3.76515665458813e-05
64084,A,0.3747342743548398
88535,A,0.00042496725138979375
81696,A,0.6765032091537325
5687,A,0.04307519052084627
77318,A,0.9091521610458809
10201,A,0.002879324008775935
17155,A,0.9648569258990088
6959,A,0.019135718176931542
20606,A,0.005032355980421896
67869,A,0.6949556136716836
64148,A,0.847465307754374
87863,A,0.047966071776019456
72203,A,0.9947611021643978
90472,A,0.7318879569911207
46139,A,0.3621709450664384
28820,A,0.44670564860480994
660,A,0.9655058928367823
50128,A,0.01918117088884013
14080,A,0.8249200295956033
98484,A,0.1592825796586842
76273,A,0.3743935586808166
12885,A,0.00011170513045991069
94320,A,0.9906134038617587
785,A,0.7867929418874897
82413,A,0.7775723455760439
78631,A,0.9802889795849952
96083,A,0.10332047245864368
6557,A,0.6714679525722765
55623,A,0.0002288491408853863
41251,A,0.539913527813404
62568,A,0.07776372861887224
84230,A,4.5843635756179324e-05
7826,A,0.6482919064433728
42891,A,0.9084289617053756
86566,A,0.6725145092487593
56351,A,0.9999868914943637
9025,A,0.9202815801398172
5894,A,0.9698606036009438
45615,A,0.050497857739275856
68718,A,0.4331552907946052
75526,A,2.1764466380052965e-06
6492,A,0.9842215411543448
73986,A,0.1554846619789247
26235,A,0.059573389847475566
51374,A,0.8898527981961674
70724,A,0.9745132991477554
41169,A,0.09834922564191353
25629,A,0.0004505975127184529
8214,A,0.9756939166025173
36388,A,0.08624445764397148
4976,A,0.9869974404904753
47315,A,0.6822897032214812
67361,A,0.07790592037882313
5604,A,0.01935013330734923
39158,A,1.6977035597622455e-06
96990,A,0.9926212166491818
35481,A,0.9827486366078005
59977,A,0.9693351413622014
46094,A,0.186296633483336
90815,A,0.2436072976770221
77546,A,0.9494962831080723
45543,A,0.7222429318005488
94745,A,0.9681860010982456
18152,A,1.2173029058654385e-05
21957,A,0.3749699983250832
34896,A,0.0003362114352013998
60345,A,0.0011180256802185867
88171,A,0.7683065133185171
57138,A,0.0018921091168549258
29731,A,0.46932093811772935
21872,A,0.7730319721291936
34752,A,0.1311299477217497
43648,A,0.22851726771852482
59418,A,0.992120527323505
2750,A,0.1592314311298462
98849,A,0.14773783100663576
19119,A,0.21238496751831099
43038,A,0.6701697805244938
35647,A,0.013115166842829538
17005,A,0.3798104765528248
49799,A,0.9649932424005484
53105,A,0.00010345434674987994
44158,A,0.041927170276755334
63338,A,0.11745349435718014
13672,A,0.005802236004692726
57923,A,0.007053365896336985
17903,A,0.999985903567762
44083,A,0.837852683851052
16651,A,0.1907782782883804
6279,A,0.06375891729083842
38101,A,0.0644059626673278
85849,A,0.8669395883046729
83937,A,0.6766728030379604
29551,A,0.0477786307924237
35569,A,0.01776848460701557
12980,A,0.004962394676778141
7750,A,0.0004165472948331988
86699,A,0.004764535453857811
61766,A,0.43501214818137945
69945,A,0.9999934045308302
6611,A,0.045639282058052774
78316,A,0.9711974330574389
88380,A,0.001982178753446431
93904,A,0.11876567701851501
45527,A,0.016879393343750694
71884,A,0.988859553349922
62524,A,0.0007248396318765327
78282,A,0.9614286460692061
73151,A,0.1357148261165584
55951,A,0.05303243720592765
97658,A,0.6506994526474085
43145,A,0.7786994801395675
23957,A,0.012649989462016443
73480,A,0.3583688685255686
65481,A,0.774113209671465
72696,A,0.0026529541995985706
85474,A,0.00019408933912470747
3912,A,0.9864991192624295
39833,A,0.9312561919890209
86005,A,0.06216704561836803
92325,A,0.15003695400620135
43698,A,0.10488180013273407
62309,A,0.8440940950498008
15287,A,0.9536072188295884
89548,A,0.021764948862606392
52506,A,0.9999995158234363
8140,A,0.5776870914135124
27895,A,0.9602853687891018
62759,A,0.03133070522990722
3262,A,0.5234339188682627
68061,A,0.74182203675434
89417,A,0.8650248116962194
66661,A,0.2451976944908615
55643,A,0.9729703687922486
76669,A,0.9999836426240147
79866,A,0.9512642374419942
91322,A,0.12608759819983745
99536,A,4.677914062587134e-05
65627,A,0.01701179442715846
12573,A,0.9948464962537279
66579,A,0.9940546122494313
66045,A,0.37639757166627996
60123,A,0.0010888106824044376
8400,A,6.829774971132566e-06
95946,A,0.09582546798380667
43194,A,0.9608869275166535
13316,A,0.39668274402891673
99550,A,0.7130195479929299
20599,A,0.0002343320902380334
13064,A,0.9254110222556002
83903,A,0.996239042414268
267,A,0.0017613984624755248
5099,A,0.020717736690462025
94293,A,0.7680849049353874
43440,A,0.001092094112795826
79924,A,0.6797927164112718
28022,A,5.1695081815340824e-05
19153,A,0.9724899061341221
89102,A,0.5240229823547949
74201,A,0.9880618529988274
39368,A,0.9955204808478195
64715,A,0.2183131337867473
76056,A,0.9210051950616381
59038,A,0.35426520999107486
10603,A,0.0005901805196509388
4394,A,0.021735343664839507
90778,A,0.0026432717439159054
45553,A,0.0014587626844094817
80626,A,0.5981574435280514
12006,A,0.1534054742672742
14782,A,0.9859120420777384
36195,A,0.8356644075166247
85390,A,0.00025555943899629346
14226,A,0.7109169879871646
41527,A,0.064743058775854
16298,A,0.28854931334719763
87820,A,0.7779769710410807
61775,A,0.0001651758913229062
40699,A,0.0008661146342805835
58585,A,0.28548256482736145
14182,A,0.0052547675102027815
42925,A,0.9999991213567451
17082,A,0.008028459105454907
18658,A,0.10000611858198469
85652,A,0.9967422265902444
47217,A,0.3225828960216392
46276,A,0.9486224456612001
2790,A,0.997089124329641
15092,A,0.6334479167789299
31265,A,0.9999945646887975
32918,A,0.31582708006733967
4541,A,0.9887519689538008
38735,A,0.03890965875854878
33090,A,0.8795278675140529
48050,A,0.9907864144476618
44967,A,0.006962053176741361
3040,A,0.9938998508561249
56213,A,0.0035432868311660068
5972,A,0.7107030924103996
54455,A,0.46094949620352194
32152,A,0.8075510824380743
35683,A,0.9879054075129199
77965,A,0.10043592250224312
18953,A,2.7400286045364044e-06
31986,A,0.6120645517121497
67307,A,0.283654402995044
65513,A,0.8142162206586967
83002,A,0.03326425390574321
73191,A,0.003780734426629498
47610,A,0.1298797280363063
36287,A,0.9999959793555199
15441,A,0.0008142478530469797
54606,A,0.999999763380107
87717,A,0.957418753653802
48016,A,0.9265860612080179
43687,A,0.9861781132019645
20254,A,1.647765289489642e-06
92560,A,0.0082587581328086
67644,A,0.8873227891192621
92049,A,0.00012544110541762836
49663,A,0.052430265271213604
80185,A,0.013883775074963635
40978,A,0.6047724286867383
72440,A,0.9158473210574042
4581,A,0.8113108339381936
16550,A,0.047950572193372766
59055,A,0.8422904990159967
230,A,0.8990189308987927
32651,A,0.8798247179621711
39672,A,0.957357818649988
25033,A,0.9962526594235208
40852,A,0.32160504161446357
90454,A,0.04262303789249884
57240,A,0.011716681509655472
53808,A,0.46437217405866393
98736,A,0.9424856286693034
45793,A,0.9999968700955475
44325,A,0.7495346774469309
55668,A,0.6661704483227384
6867,A,0.535576545917388
92211,A,0.05432999934080751
15534,A,0.9892633676033489
38075,A,0.02495013944545392
38486,A,0.405083483860129
82940,A,0.6034360258499715
2808,A,0.09186847746355829
65990,A,0.023455653896956672
50799,A,0.015613378970451475
41402,A,0.7987256612160089
16082,A,0.02216541429861135
51668,A,0.4869893457233258
10187,A,0.9999864050081744
89254,A,0.2100198322487244
84081,A,0.8246152187968245
27662,A,0.000632048298352106
89691,A,0.0017823550815292788
35283,A,0.07845599952796377
93585,A,0.19514162651965983
75940,A,0.9999961785926171
60736,A,0.9940277365945672
44728,A,0.042982974521695666
25250,A,0.6661894907307635
12561,A,0.328880844277315
18141,A,0.07709316197176617
49237,A,0.9591189353024085
62814,A,0.5
89485,A,0.6197501813818731
99253,A,0.010583870740351305
2860,A,0.9702538396249811
221,A,0.9233718503444102
21839,A,0.9904284826459295
63078,A,0.4417781510329818
80390,A,7.819979925637238e-05
28555,A,0.3997070242648809
41895,A,0.9632460014927045
58770,A,0.025502073947425048
2745,A,0.20307817329283612
81567,A,0.8088205648644549
52424,A,0.7992437324798549
45535,A,0.8746465738375153
60435,A,4.4762148320706516e-05
35089,A,0.6510147190406683
75394,A,0.4293719490397811
24842,A,0.044861412935613076
78661,A,0.987834716323791
20838,A,0.8817117352529147
81858,A,0.3957105035882952
66337,A,0.6323524326161143
64128,A,0.9850962047966804
60246,A,0.9210796526728887
44024,A,0.022386300382835806
23893,A,0.3327902307087739
20791,A,0.16835859787940932
12106,A,0.0005582386281713597
52677,A,0.8299174209992021
33382,A,0.11041548229463262
86132,A,0.9742706591963818
57663,A,0.9974155412570247
21909,A,0.8907324694437793
33550,A,0.9085294025591907
43840,A,0.22018293959410962
59195,A,0.0013336629500987085
93862,A,0.047012878440571906
43382,A,0.9821797636517378
19492,A,0.7521247527592525
56194,A,0.45969501429200776
33131,A,0.002664855940667714
35960,A,0.9959844867606421
43806,A,0.9897129152447074
98436,A,0.6221521980673477
63199,A,0.949821112766143
98745,A,0.9750975202350952
22871,A,0.9999914937049905
46012,A,0.6430574298060983
86923,A,0.9229159816702304
71002,A,0.9965195884508957
74023,A,0.7123911979208762
56632,A,0.9893727516706518
63818,A,0.997347674264043
4807,A,0.7328235449112136
75680,A,0.049015308444782836
76354,A,0.15803058496533834
5708,A,0.40511420945244025
88848,A,0.019479825948977635
3537,A,0.026808020402828793
59144,A,0.3761252107949
33007,A,0.00026293181479392406
63009,A,0.0924147804432971
28498,A,0.3377672496660622
19959,A,0.7183697620537747
60754,A,0.0001234992379356144
48802,A,0.15289551872180304
41462,A,0.7024031859873293
42117,A,0.41428498140465825
65165,A,0.5
11941,A,0.0006519344236957076
48456,A,0.9367864395442698
4535,A,0.8531874445413787
1366,A,0.8517550986192234
47976,A,0.978001601398888
19330,A,0.005945760163252226
38309,A,0.03981573406914832
70381,A,0.09211433981412123
17411,A,0.06747937716921924
56764,A,5.599944036917814e-07
38456,A,4.027921129591024e-06
34162,A,0.011159291206353483
86516,A,0.11498664011421107
62070,A,0.0031050294760193477
12036,A,0.00017861943771752323
46627,A,0.03348737792083997
29274,A,0.14755853287431328
3553,A,0.38322789634915144
98243,A,0.305160323070627
93942,A,0.42086989236369354
8464,A,0.2489399753049088
91342,A,0.9309909477104721
72497,A,0.02323671050590622
50899,A,0.7951891894025417
6303,A,0.9886506293361177
67040,A,0.8137198932752745
84312,A,0.6617981631434623
81357,A,0.07798780542739985
61559,A,0.5699578221610913
86906,A,0.6693121454388907
68513,A,0.0009149515058758214
3456,A,0.999995106060088
725,A,0.997188878125851
37259,A,9.740088777368908e-05
22907,A,0.9448184062213549
48090,A,0.006535081153225806
13968,A,0.9922019628764769
51455,A,0.043416789526199616
72520,A,0.9999986226187602
22304,A,0.999994511856083
8949,A,0.09479800635635895
86971,A,0.015719785946143063
32642,A,0.8977048837992165
22234,A,0.9919056261555534
39697,A,0.7821435149208823
932,A,0.9389792070868043
49038,A,0.5
45469,A,3.473465424521773e-05
30820,A,0.17186493254440507
50972,A,0.5691091107795214
13406,A,0.8005720366434835
63282,A,0.7432507476152699
60316,A,0.010805332671179602
94567,A,0.06104336600202921
85843,A,0.13439256180245948
60578,A,0.04764888045994032
50428,A,0.9280420188010983
36829,A,0.9634606575185019
78344,A,0.001235820005283579
22196,A,0.06016224156832173
46503,A,0.0003998542467569044
49357,A,0.9959171840260117
37964,A,3.933525930011664e-05
15078,A,0.2357836221463443
45286,A,0.9877050982629325
70158,A,0.5160248410225244
10848,A,0.9958301058805442
18261,A,0.346086920097955
91873,A,0.5240963613910983
56498,A,0.9733113195689551
30711,A,0.09976354576833704
33118,A,0.7971990849803129
8112,A,0.9124980396264839
41498,A,0.8603438568558078
60533,A,0.001506816650950438
40373,A,0.2917624189309778
36545,A,0.9999936750081095
12864,A,0.9069912252289705
66967,A,0.7974627771037296
41519,A,5.9552830863966625e-05
31048,A,0.07491296798540095
69800,A,1.745599626429375e-05
5038,A,0.8075341162119954
35416,A,0.0010688411809811021
70186,A,0.004492511750645117
56784,A,0.9770310194438577
57397,A,0.9867036134701872
75381,A,0.7979328725274718
43423,A,0.39181158964280355
34121,A,0.9999976362287323
12622,A,0.24926552942526917
36067,A,0.7534745874557014
43968,A,0.0006620435704644442
80775,A,0.05228220975351065
74444,A,0.20774455297383262
52855,A,0.5992255059694672
46637,A,0.046292241212854225
51796,A,0.0021159222047007088
11709,A,0.0022915630425516206
56937,A,0.00015596683459546276
23476,A,0.5742939448457735
15941,A,0.05993409843656336
24879,A,0.9906229760027269
76743,A,0.9784285891484583
11975,A,0.20819779426357282
38705,A,0.9729832968850213
91424,A,0.9203359087394782
42455,A,0.9940735618073955
34359,A,0.9431114370318378
89646,A,0.0017411970735811972
56352,A,0.07595445811174048
42540,A,0.0005730543741899404
59884,A,0.9744785018748225
75512,A,0.07244667444098592
86932,A,0.7932810020643198
82092,A,0.8855472148617987
40854,A,0.7582925183525324
56876,A,0.9652858175120388
27885,A,0.9373454991673194
76810,A,0.1449142876573248
2206,A,0.4919389269730642
5025,A,0.9861760312532909
20337,A,0.716170220240468
73862,A,0.5061072332813803
34721,A,2.327044102083584e-05
14832,A,0.8240653876743622
77530,A,0.001001630866347906
40693,A,0.004808170767270793
35141,A,0.041637003761752264
33981,A,0.9755679515153683
60567,A,0.00473686935363515
53640,A,0.05359835332945024
68099,A,0.9852586303499709
67540,A,0.07691303499249624
61577,A,0.9974078737680923
26950,A,0.9731237428174708
35235,A,0.7072081742953809
84826,A,0.7884027328854141
5530,A,0.9411554640879516
23912,A,0.8690760007199644
68906,A,0.001144483354904351
66262,A,0.9965617348919311
12108,A,0.010736921624444968
68935,A,0.7811452765812095
18052,A,0.774303771769969
85755,A,0.9829537819521175
34857,A,0.7667774911165126
49754,A,0.9755986261985761
66753,A,0.7647027482866223
49910,A,0.00025013751906823815
68303,A,0.040574123137801496
48597,A,0.0005511798693223701
2323,A,0.3673800673408886
23840,A,0.26892578065567885
62539,A,0.97900632285202
40286,A,0.0021708656159419733
65245,A,0.9999923083526424
86958,A,0.05721893602419984
97558,A,0.8457261160209005
51019,A,0.00022825161802575246
50202,A,0.30760769053764253
31331,A,0.0026334737202813796
88903,A,3.8845401969899566e-06
64566,A,0.7154686921328912
99292,A,0.9001352589317598
25300,A,0.10135429334309451
96830,A,0.9648448416867967
20270,A,0.8875016046009191
3397,A,0.9924887521789983
77127,A,0.0049236279294809756
37989,A,0.018088992836466835
73494,A,0.0008147686962580883
65405,A,0.04593969506893858
92339,A,0.000861477640397946
52253,A,0.9635658655688248
4929,A,0.9533661834199032
49642,A,0.4596112076469316
65611,A,0.00011716964449725097
4590,A,0.4185507663925891
39006,A,0.1395142582205583
3383,A,0.23282659769407832
17888,A,0.6051562562923105
33061,A,0.21135519645150558
82631,A,0.5
70176,A,2.6362035554067833e-07
28260,A,0.005087691587239345
19346,A,0.7084595440802334
57625,A,0.0043819615644299275
92013,A,0.2582948862472191
11944,A,0.026188329303037154
11713,A,0.9913372752777921
17874,A,0.015316027085259106
43380,A,0.08613816813959158
19517,A,7.465290249311826e-05
11065,A,0.0039864387670082565
45484,A,0.14355013476387618
60440,A,1.933068464667413e-05
61900,A,0.9397305958373089
51020,A,0.6533695414131406
23505,A,0.4436948499419832
74652,A,0.870898218300007
98980,A,0.6309492727536649
8304,A,0.8389254119709137
66351,A,0.7154322851559104
53502,A,4.1610896757329957e-05
49622,A,0.06014588103656021
6029,A,0.10699492765939002
86410,A,0.742097486957686
47718,A,0.7106665766404456
83885,A,0.9245599092995481
47022,A,0.0004271085088569676
88325,A,0.6171880959105182
16873,A,0.03203797845997389
3054,A,0.9954975855650391
21354,A,0.5861344046649859
1563,A,0.9904762390269833
16083,A,2.1540483945019336e-05
67473,A,0.5547553686259588
92298,A,0.025951953934601143
85790,A,0.801394828230993
39085,A,0.8757090505121241
42613,A,4.974221487122387e-05
46333,A,0.050783737011829644
56915,A,0.9882512041308612
93443,A,0.6079530689874484
85028,A,0.9782886606302464
77790,A,0.5664532926444062
66189,A,0.9674748604060753
17245,A,0.5492043378089073
86944,A,0.1634544603454624
75630,A,0.8428870344207007
44929,A,0.0078421030302622
66894,A,0.021589704637968724
37321,A,0.6789873822580144
7714,A,0.9798711506993207
35011,A,0.46407116076027716
4311,A,0.034245205916698676
7821,A,0.05189281619090724
8842,A,0.010790977187589854
83036,A,2.6757739124602338e-05
73180,A,0.8556131727059229
65848,A,0.100037035372331
12542,A,0.000497082211402148
3414,A,0.8621184735869346
18706,A,0.545945978623914
23120,A,0.9824003754495666
4539,A,0.9381271831267896
98487,A,0.12510282100334352
7800,A,0.9467671890019207
59644,A,0.9378787464870164
20989,A,0.0056140913471696575
17544,A,0.8529989052890367
93730,A,0.0019650732459885346
74202,A,0.692140432747243
76238,A,0.8754069745653414
78173,A,0.9217306161157507
2565,A,0.9933516813618092
87587,A,0.9844672476123615
93887,A,0.8226788690486521
73793,A,0.972550812887752
54423,A,0.9999826289850944
58847,A,0.019039136235508083
44563,A,0.0034311384046185763
46263,A,0.8829408818550705
60169,A,0.017677522748949282
75335,A,0.9704757382095173
32383,A,0.9971441056256558
60434,A,0.1780106338908019
16109,A,0.008706134585430299
59377,A,0.03709779133782025
49738,A,0.3899505000963275
70468,A,0.0008748093698022439
80658,A,5.019940609629287e-07
51377,A,0.9973713954188486
44620,A,0.3939657181783641
81925,A,0.9999987923705655
29112,A,0.5904710360847325
3639,A,0.2367341906194392
93231,A,0.8770554708997895
82461,A,0.9789685174477949
77867,A,0.733535490497967
59318,A,0.10554418267468402
79732,A,0.0014571068108304526
14802,A,0.9291959870988293
54352,A,0.9959188075541461
96374,A,0.11131203768179167
89410,A,0.9650200650695528
85151,A,0.18704401421796282
11625,A,0.17619376375226586
63602,A,0.005664797024386678
50632,A,0.9272157943903425
42552,A,0.9517014189716992
67693,A,0.06158816920538855
94489,A,0.9226139176048905
99758,A,0.0852685575509387
69231,A,0.9155141559832745
95851,A,0.013335341324516225
17911,A,0.8705507563691288
73503,A,0.8100666373095812
60143,A,0.7653136336458857
52985,A,6.039207697414268e-05
12165,A,0.00012600071558421558
98870,A,0.016345643488774764
52939,A,4.506373059702016e-05
35998,A,0.3342202677368574
58521,A,0.002702477447804841
71004,A,3.7847914070408495e-05
12666,A,0.9724365238981377
29726,A,0.9319238385691897
36415,A,2.529320957293493e-05
52294,A,0.1055466985436828
62509,A,0.2286492397739703
58156,A,0.02095940490456379
29103,A,0.9804389688510431
71134,A,0.17038485516306284
